43674,4C12-4FF9-80,3,758,1,874.794,0,2624.382
43676,11BA-4D19-B7,2,776,1,2024.994,0,4049.988
43676,11BA-4D19-B7,2,778,1,2024.994,0,4049.988
43676,11BA-4D19-B7,1,710,1,5.7,0,5.7
43676,11BA-4D19-B7,3,775,1,2024.994,0,6074.982
43676,11BA-4D19-B7,4,709,1,5.7,0,22.8
43695,A89C-4D25-B9,2,774,1,2039.994,0,4079.988
43695,A89C-4D25-B9,2,748,1,722.5949,0,1445.1898
43695,A89C-4D25-B9,1,747,1,714.7043,0,714.7043
43695,A89C-4D25-B9,1,742,1,722.5949,0,722.5949
43695,A89C-4D25-B9,5,777,1,2024.994,0,10124.97
43695,A89C-4D25-B9,6,778,1,2024.994,0,12149.964
43695,A89C-4D25-B9,2,709,1,5.7,0,11.4
43695,A89C-4D25-B9,5,775,1,2024.994,0,10124.97
43843,AEB6-4356-80,2,774,1,2039.994,0,4079.988
43843,AEB6-4356-80,2,778,1,2024.994,0,4049.988
43843,AEB6-4356-80,2,742,1,722.5949,0,1445.1898
43843,AEB6-4356-80,5,777,1,2024.994,0,10124.97
43843,AEB6-4356-80,2,748,1,722.5949,0,1445.1898
43843,AEB6-4356-80,1,741,1,818.7,0,818.7
43843,AEB6-4356-80,1,745,1,809.76,0,809.76
43843,AEB6-4356-80,2,771,1,2039.994,0,4079.988
43843,AEB6-4356-80,2,709,1,5.7,0,11.4
43843,AEB6-4356-80,3,776,1,2024.994,0,6074.982
43853,434D-4DAA-96,2,777,1,2024.994,0,4049.988
43853,434D-4DAA-96,1,773,1,2039.994,0,2039.994
43853,434D-4DAA-96,1,771,1,2039.994,0,2039.994
43853,434D-4DAA-96,4,776,1,2024.994,0,8099.976
43853,434D-4DAA-96,2,775,1,2024.994,0,4049.988
43853,434D-4DAA-96,3,778,1,2024.994,0,6074.982
43858,8FFA-4339-B7,2,762,1,419.4589,0,838.9178
43858,8FFA-4339-B7,2,761,1,419.4589,0,838.9178
43858,8FFA-4339-B7,5,770,1,419.4589,0,2097.2945
43858,8FFA-4339-B7,1,765,1,419.4589,0,419.4589
43858,8FFA-4339-B7,2,738,1,178.5808,0,357.1616
43858,8FFA-4339-B7,3,763,1,419.4589,0,1258.3767
43858,8FFA-4339-B7,2,754,1,874.794,0,1749.588
43858,8FFA-4339-B7,1,722,1,178.5808,0,178.5808
43858,8FFA-4339-B7,2,753,1,2146.962,0,4293.924
43858,8FFA-4339-B7,1,726,1,183.9382,0,183.9382
43858,8FFA-4339-B7,1,766,1,419.4589,0,419.4589
43858,8FFA-4339-B7,1,729,1,183.9382,0,183.9382
43858,8FFA-4339-B7,1,756,1,874.794,0,874.794
43860,E57D-4B4B-BF,2,761,1,419.4589,0,838.9178
43860,E57D-4B4B-BF,1,770,1,419.4589,0,419.4589
43860,E57D-4B4B-BF,2,758,1,874.794,0,1749.588
43860,E57D-4B4B-BF,2,765,1,419.4589,0,838.9178
43860,E57D-4B4B-BF,1,732,1,356.898,0,356.898
43860,E57D-4B4B-BF,1,762,1,419.4589,0,419.4589
43860,E57D-4B4B-BF,1,738,1,178.5808,0,178.5808
43860,E57D-4B4B-BF,1,768,1,419.4589,0,419.4589
43860,E57D-4B4B-BF,2,753,1,2146.962,0,4293.924
43860,E57D-4B4B-BF,1,729,1,183.9382,0,183.9382
43860,E57D-4B4B-BF,1,763,1,419.4589,0,419.4589
43860,E57D-4B4B-BF,1,756,1,874.794,0,874.794
43862,68A2-4B5C-A7,4,771,1,2039.994,0,8159.976
43862,68A2-4B5C-A7,1,741,1,818.7,0,818.7
43862,68A2-4B5C-A7,3,777,1,2024.994,0,6074.982
43862,68A2-4B5C-A7,4,773,1,2039.994,0,8159.976
43862,68A2-4B5C-A7,2,747,1,714.7043,0,1429.4086
43862,68A2-4B5C-A7,2,748,1,722.5949,0,1445.1898
43862,68A2-4B5C-A7,2,774,1,2039.994,0,4079.988
43862,68A2-4B5C-A7,1,745,1,809.76,0,809.76
43862,68A2-4B5C-A7,4,709,1,5.7,0,22.8
43873,494C-48D2-BD,6,770,1,419.4589,0,2516.7534
43873,494C-48D2-BD,2,764,1,419.4589,0,838.9178
43873,494C-48D2-BD,2,749,1,2146.962,0,4293.924
43873,494C-48D2-BD,5,726,1,183.9382,0,919.691
43873,494C-48D2-BD,5,729,1,183.9382,0,919.691
43873,494C-48D2-BD,1,755,1,874.794,0,874.794
43873,494C-48D2-BD,1,738,1,178.5808,0,178.5808
43873,494C-48D2-BD,3,766,1,419.4589,0,1258.3767
43873,494C-48D2-BD,3,722,1,178.5808,0,535.7424
43873,494C-48D2-BD,5,758,1,874.794,0,4373.97
43873,494C-48D2-BD,5,760,1,419.4589,0,2097.2945
43873,494C-48D2-BD,3,733,1,356.898,0,1070.694
43873,494C-48D2-BD,2,768,1,419.4589,0,838.9178
43873,494C-48D2-BD,1,756,1,874.794,0,874.794
43873,494C-48D2-BD,5,707,1,20.1865,0,100.9325
43873,494C-48D2-BD,1,765,1,419.4589,0,419.4589
43873,494C-48D2-BD,2,711,1,20.1865,0,40.373
43873,494C-48D2-BD,6,754,1,874.794,0,5248.764
43873,494C-48D2-BD,3,730,1,183.9382,0,551.8146
43873,494C-48D2-BD,6,761,1,419.4589,0,2516.7534
43873,494C-48D2-BD,5,763,1,419.4589,0,2097.2945
43873,494C-48D2-BD,1,716,1,28.8404,0,28.8404
43873,494C-48D2-BD,5,715,1,28.8404,0,144.202
43873,494C-48D2-BD,1,714,1,28.8404,0,28.8404
43873,494C-48D2-BD,4,762,1,419.4589,0,1677.8356
43873,494C-48D2-BD,2,725,1,183.9382,0,367.8764
43873,494C-48D2-BD,2,753,1,2146.962,0,4293.924
43873,494C-48D2-BD,6,732,1,356.898,0,2141.388
43874,190B-4F56-9E,1,763,1,419.4589,0,419.4589
43877,4ECF-42F2-A7,4,715,1,28.8404,0,115.3616
43877,4ECF-42F2-A7,2,708,1,20.1865,0,40.373
43877,4ECF-42F2-A7,5,709,1,5.7,0,28.5
43877,4ECF-42F2-A7,3,771,1,2039.994,0,6119.982
43877,4ECF-42F2-A7,2,775,1,2024.994,0,4049.988
43877,4ECF-42F2-A7,4,774,1,2039.994,0,8159.976
43877,4ECF-42F2-A7,1,778,1,2024.994,0,2024.994
43877,4ECF-42F2-A7,1,716,1,28.8404,0,28.8404
43877,4ECF-42F2-A7,1,711,1,20.1865,0,20.1865
43877,4ECF-42F2-A7,2,707,1,20.1865,0,40.373
43891,1094-43CB-B1,2,775,1,2024.994,0,4049.988
43891,1094-43CB-B1,2,710,1,5.7,0,11.4
43891,1094-43CB-B1,1,778,1,2024.994,0,2024.994
43891,1094-43CB-B1,3,773,1,2039.994,0,6119.982
43891,1094-43CB-B1,3,771,1,2039.994,0,6119.982
43891,1094-43CB-B1,4,709,1,5.7,0,22.8
43891,1094-43CB-B1,2,776,1,2024.994,0,4049.988
43891,1094-43CB-B1,3,772,1,2039.994,0,6119.982
43891,1094-43CB-B1,2,777,1,2024.994,0,4049.988
43898,420C-4ECE-85,13,770,2,405.477,0.02,5165.77698
43898,420C-4ECE-85,3,768,1,419.4589,0,1258.3767
43898,420C-4ECE-85,4,755,1,874.794,0,3499.176
43898,420C-4ECE-85,2,716,1,28.8404,0,57.6808
43898,420C-4ECE-85,7,712,1,5.1865,0,36.3055
43898,420C-4ECE-85,1,754,1,874.794,0,874.794
43898,420C-4ECE-85,5,707,1,20.1865,0,100.9325
43898,420C-4ECE-85,2,725,1,183.9382,0,367.8764
43898,420C-4ECE-85,6,711,1,20.1865,0,121.119
43898,420C-4ECE-85,3,753,1,2146.962,0,6440.886
43898,420C-4ECE-85,8,708,1,20.1865,0,161.492
43898,420C-4ECE-85,3,760,1,419.4589,0,1258.3767
43898,420C-4ECE-85,11,715,2,27.879,0.02,300.53562
43898,420C-4ECE-85,2,764,1,419.4589,0,838.9178
43898,420C-4ECE-85,4,729,1,183.9382,0,735.7528
43898,420C-4ECE-85,3,732,1,356.898,0,1070.694
43898,420C-4ECE-85,2,756,1,874.794,0,1749.588
43898,420C-4ECE-85,10,758,1,874.794,0,8747.94
43898,420C-4ECE-85,3,714,1,28.8404,0,86.5212
43898,420C-4ECE-85,8,765,1,419.4589,0,3355.6712
43898,420C-4ECE-85,2,738,1,178.5808,0,357.1616
43898,420C-4ECE-85,2,726,1,183.9382,0,367.8764
43898,420C-4ECE-85,7,762,1,419.4589,0,2936.2123
43898,420C-4ECE-85,5,761,1,419.4589,0,2097.2945
43898,420C-4ECE-85,5,722,1,178.5808,0,892.904
43898,420C-4ECE-85,2,749,1,2146.962,0,4293.924
43898,420C-4ECE-85,6,763,1,419.4589,0,2516.7534
43898,420C-4ECE-85,3,766,1,419.4589,0,1258.3767
43903,C0C8-4773-B0,1,707,1,20.1865,0,20.1865
43910,8233-42D0-BD,2,762,1,419.4589,0,838.9178
43910,8233-42D0-BD,4,760,1,419.4589,0,1677.8356
43910,8233-42D0-BD,4,758,1,874.794,0,3499.176
43910,8233-42D0-BD,2,764,1,419.4589,0,838.9178
43910,8233-42D0-BD,2,749,1,2146.962,0,4293.924
43910,8233-42D0-BD,1,756,1,874.794,0,874.794
43910,8233-42D0-BD,1,733,1,356.898,0,356.898
43910,8233-42D0-BD,1,738,1,178.5808,0,178.5808
43910,8233-42D0-BD,3,770,1,419.4589,0,1258.3767
43910,8233-42D0-BD,1,766,1,419.4589,0,419.4589
43910,8233-42D0-BD,1,768,1,419.4589,0,419.4589
43910,8233-42D0-BD,5,761,1,419.4589,0,2097.2945
43910,8233-42D0-BD,1,732,1,356.898,0,356.898
43910,8233-42D0-BD,1,725,1,183.9382,0,183.9382
43910,8233-42D0-BD,2,726,1,183.9382,0,367.8764
43910,8233-42D0-BD,2,754,1,874.794,0,1749.588
43913,AD88-49ED-90,4,776,1,2024.994,0,8099.976
43913,AD88-49ED-90,2,771,1,2039.994,0,4079.988
43913,AD88-49ED-90,1,715,1,28.8404,0,28.8404
43913,AD88-49ED-90,1,772,1,2039.994,0,2039.994
